PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Status,Negotiation_Savings,Total_Cost,Defect_Rate,Delivery_Time,Compliance_Status
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,Delivered,0.8900000000000006,73295.16,0.030959752321981424,16.0,Compliant
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,0.0,Yes,Delivered,5.269999999999996,19798.15,0.0,7.0,Compliant
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,Delivered,2.8599999999999994,74418.72,0.04060913705583756,10.0,Compliant
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,Delivered,8.41000000000001,115781.01999999999,0.053348467650397274,2.0,Compliant
PO-00743,Alpha_Inc,2022-02-01,,Raw Materials,Pending,1172,85.76,81.43,25.0,Yes,Not Delivered,4.329999999999998,95435.96,0.021331058020477817,,Compliant
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,Delivered,1.9000000000000057,119597.38,0.13942011104256632,19.0,Non-Compliant
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,Delivered,7.929999999999993,67186.34,0.023369036027263874,2.0,Non-Compliant
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,Not Delivered,8.470000000000006,60528.18,0.09546313799621928,,Compliant
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,Delivered,3.6599999999999966,11869.7,0.07586206896551724,6.0,Non-Compliant
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,Not Delivered,0.5999999999999979,42174.36,0.02648244099021301,,Compliant
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,Delivered,3.4599999999999937,63645.68,0.060393258426966294,13.0,Compliant
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,Delivered,3.3999999999999915,109678.92,0.022169437846397466,6.0,Compliant
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,0.0,No,Not Delivered,0.9000000000000004,22938.12,0.0,,Non-Compliant
PO-00752,Beta_Supplies,2023-11-17,,Electronics,Cancelled,86,93.6,88.22,5.0,Yes,Not Delivered,5.3799999999999955,7586.92,0.05813953488372093,,Compliant
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,0.0,Yes,Not Delivered,1.2000000000000028,38394.159999999996,0.0,,Compliant
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,Delivered,2.1599999999999966,60304.44,0.0970873786407767,1.0,Non-Compliant
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,Office Supplies,Pending,1768,79.61,74.97,207.0,No,Delivered,4.640000000000001,132546.96,0.1170814479638009,20.0,Non-Compliant
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,Delivered,0.2699999999999996,41595.94,0.09637046307884856,11.0,Non-Compliant
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,MRO,Cancelled,328,93.23,82.63,6.0,Yes,Delivered,10.600000000000009,27102.64,0.018292682926829267,18.0,Compliant
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,Delivered,8.070000000000007,21338.52,0.015037593984962405,5.0,Compliant
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,Delivered,5.640000000000001,48886.92,0.05131004366812227,15.0,Compliant
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,Packaging,Cancelled,922,10.84,9.27,29.0,Yes,Delivered,1.5700000000000003,8546.94,0.031453362255965296,4.0,Compliant
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,Delivered,2.010000000000005,69994.11,0.053981827899518976,15.0,Non-Compliant
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,Delivered,5.039999999999992,90235.84000000001,0.02823179791976226,6.0,Compliant
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,Delivered,12.310000000000002,170916.38,0.02917093142272262,11.0,Compliant
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,Delivered,3.3100000000000023,7239.42,0.0990990990990991,19.0,Compliant
PO-00765,Gamma_Co,2022-11-15,2022-11-22,Office Supplies,Pending,645,35.05,30.88,27.0,Yes,Delivered,4.169999999999998,19917.6,0.04186046511627907,7.0,Compliant
PO-00766,Gamma_Co,2022-04-21,2022-05-04,Electronics,Cancelled,1953,68.07,62.95,87.0,Yes,Delivered,5.11999999999999,122941.35,0.0445468509984639,13.0,Compliant
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,Delivered,2.5700000000000003,47924.8,0.060411311053984576,17.0,Compliant
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,0.0,Yes,Delivered,1.8499999999999943,110851.1,0.0,13.0,Compliant
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,Delivered,1.1499999999999986,8679.16,0.03139013452914798,6.0,Compliant
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,Not Delivered,6.790000000000006,59211.68,0.0427807486631016,,Compliant
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,Electronics,Pending,1092,65.17,63.11,21.0,Yes,Delivered,2.0600000000000023,68916.12,0.019230769230769232,8.0,Compliant
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,Delivered,3.3100000000000023,22410.16,0.12389380530973451,13.0,Compliant
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,Delivered,1.1799999999999997,71174.40000000001,0.15548961424332344,9.0,Compliant
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,Not Delivered,8.589999999999996,26855.75,0.015730337078651686,,Compliant
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,Delivered,12.929999999999993,40453.66,0.058704453441295545,19.0,Compliant
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,Delivered,2.780000000000001,23860.62,0.09800918836140889,12.0,Compliant
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,Delivered,11.969999999999999,185341.24000000002,0.09406438631790745,2.0,Compliant
